country_province,commodity,lev1,lev1_name,lev2,lev2_name,LCA
CA-NS,"Retail margins - building materials, garden equipment and supplies",6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Retail margins - food and beverages,6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Retail margins - health and personal care products,6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Retail margins - automotive fuels,6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Retail margins - clothing and clothing accessories,6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Retail margins - sporting and leisure products,6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Retail margins - miscellaneous products (except cannabis),6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Retail margins - cannabis products (licensed),6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Retail margins - cannabis products (unlicensed),6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Retail margins - household fuels,6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Used motor vehicles,2,Transport,03 02,Transport,A4
CA-NS,Other used consumer goods,6,Other,06 01,Other,0
CA-NS,Retail trade commissions,6,Services,06 01,DesignServicesAndMargins,0
CA-NS,Air passenger transportation services,2,Transport,02 01,Transport,A4
CA-NS,Air freight transportation services,2,Transport,02 01,Transport,A4
CA-NS,Air specialty services,2,Transport,02 01,Transport,A4
CA-NS,Rail passenger transportation services,2,Transport,02 01,Transport,A4
CA-NS,Rail freight transportation services,2,Transport,02 01,Transport,A4
CA-NS,Water passenger transportation services,2,Transport,02 01,Transport,A4
CA-NS,Water freight transportation services,2,Transport,02 01,Transport,A4
CA-NS,Moving services,2,Transport,02 01,Transport,A4
CA-NS,Road transportation services for general freight,2,Transport,02 01,Transport,A4
CA-NS,Road transportation services for specialized freight,2,Transport,02 01,Transport,A4
CA-NS,Urban transit services,2,Transport,02 01,Transport,A4
CA-NS,Interurban and rural bus passenger transportation services,2,Transport,02 01,Transport,A4
CA-NS,School bus services,2,Transport,02 01,Transport,A4
CA-NS,Other transit and passenger transportation services by road,2,Transport,02 01,Transport,A4
CA-NS,Scenic and sightseeing tour services,2,Transport,02 01,Transport,A4
CA-NS,Taxi and limousine services,2,Transport,02 01,Transport,A4
CA-NS,Transportation of natural gas by pipeline,2,Transport,02 01,Transport,A4
CA-NS,Transportation of crude oil and other commodities by pipeline,2,Transport,02 01,Transport,A4
CA-NS,Air transportation support services,2,Transport,02 01,Transport,A4
CA-NS,Aircraft maintenance and repair services,2,Transport,02 01,Transport,A4
CA-NS,"Rail transportation support, maintenance and repair services",2,Transport,02 01,Transport,A4
CA-NS,"Water transportation support, maintenance and repair services",2,Transport,02 01,Transport,A4
CA-NS,Road transportation support services,2,Transport,02 01,Transport,A4
CA-NS,Freight transportation arrangement and customs brokering services,2,Transport,02 01,Transport,A4
CA-NS,Other transportation support services,2,Transport,02 01,Transport,A4
CA-NS,Postal services,2,Transport,02 01,Transport,A4
CA-NS,"Courier, parcel, and local messenger and delivery services",2,Transport,02 01,Transport,A4
CA-NS,Grain storage,6,Other,06 01,Other,0
CA-NS,Warehousing and storage services (except grain storage),6,Other,06 01,Other,0
CA-NS,Newspapers,6,Other,06 01,Other,0
CA-NS,Advertising space in printed newspapers,6,Services,06 01,ManufacturingServices,0
CA-NS,Periodicals,6,Other,06 01,Other,0
CA-NS,Books,6,Other,06 01,Other,0
CA-NS,Other published products,6,Other,06 01,Other,0
CA-NS,Advertising space in printed periodicals and in other printed publications,6,Other,06 01,Other,0
CA-NS,Licensing of rights for commercial use of literary works (except software) and artistic works,6,Other,06 01,Other,0
CA-NS,General purpose software,6,Other,06 01,Other,0
CA-NS,"Recorded movies, television programs and videos",6,Other,06 01,Other,0
CA-NS,"Movie, television program and video production, post-production and editing services",6,Other,06 01,Other,0
CA-NS,"Licensing of rights for commercial use of dramatic works, and other copyrighted property n.e.c.",6,Other,06 01,Other,0
CA-NS,Admissions to motion picture film exhibitions,6,Other,06 01,Other,0
CA-NS,Recorded music and other sound recordings,6,Other,06 01,Other,0
CA-NS,Audio recording services and copyright administration,6,Other,06 01,Other,0
CA-NS,Licensing of rights for commercial use of musical works and sound recordings,6,Other,06 01,Other,0
CA-NS,Advertising air time on radio,6,Services,06 01,ManufacturingServices,0
CA-NS,Advertising air time on television,6,Services,06 01,ManufacturingServices,0
CA-NS,Fees for the distribution of television and radio program channels (affiliation payments),6,Services,06 01,ManufacturingServices,0
CA-NS,Fixed telecommunications services (except Internet access),5,Services,05 03,ManufacturingServices,0
CA-NS,Mobile telecommunications services,5,Services,05 03,ManufacturingServices,0
CA-NS,Broadcasting and online games distribution services,5,Services,05 03,ManufacturingServices,0
CA-NS,Fixed Internet access services,5,Services,05 03,ManufacturingServices,0
CA-NS,"Data processing, hosting, and related services (except software as a service, on cloud)",5,Services,05 03,ManufacturingServices,0
CA-NS,Subscriptions for online content,5,Services,05 03,ManufacturingServices,0
CA-NS,Internet advertising,5,Services,05 03,ManufacturingServices,0
CA-NS,Other information services,5,Services,05 03,ManufacturingServices,0
CA-NS,Central banking services,5,Services,05 03,ManufacturingServices,0
CA-NS,Local credit union services - explicit charges (fees),5,Services,05 03,ManufacturingServices,0
CA-NS,Banking and other depository credit intermediation services - explicit charges,5,Services,05 03,ManufacturingServices,0
CA-NS,Non-depository credit intermediation services - explicit charges (fees),5,Services,05 03,ManufacturingServices,0
CA-NS,Other services related to credit intermediation,5,Services,05 03,ManufacturingServices,0
CA-NS,Investment banking services,5,Services,05 03,ManufacturingServices,0
CA-NS,Security brokerage and securities dealing services,5,Services,05 03,ManufacturingServices,0
CA-NS,Portfolio management services,5,Services,05 03,ManufacturingServices,0
CA-NS,Investment counselling services,5,Services,05 03,ManufacturingServices,0
CA-NS,Holding company services and other financial investment and related activities,5,Services,05 03,ManufacturingServices,0
CA-NS,Life insurance services,5,Services,05 03,ManufacturingServices,0
CA-NS,Health and accident insurance services,5,Services,05 03,ManufacturingServices,0
CA-NS,Vehicle insurance services,5,Services,05 03,ManufacturingServices,0
CA-NS,Property insurance services,5,Services,05 03,ManufacturingServices,0
CA-NS,Liability and other property and casualty insurance services,5,Services,05 03,ManufacturingServices,0
CA-NS,Insurance brokerage and other services related to insurance,5,Services,05 03,ManufacturingServices,0
CA-NS,Trusteed pension fund services,5,Services,05 03,ManufacturingServices,0
CA-NS,Mutual funds (cost of service) and other similar services,5,Services,05 03,ManufacturingServices,0
CA-NS,Deposit intermediation services indirectly measured (FISIM),5,Services,05 03,ManufacturingServices,0
CA-NS,Residential mortgage intermediation services indirectly measured (FISIM),5,Services,05 03,ManufacturingServices,0
CA-NS,Other loan intermediation services indirectly measured (FISIM),5,Services,05 03,ManufacturingServices,0
CA-NS,Rental of residential real estate,5,Services,05 03,ManufacturingServices,0
CA-NS,Rental of non-residential real estate,5,Services,05 03,ManufacturingServices,0
CA-NS,Imputed rental of owner-occupied dwellings,5,Services,05 03,ManufacturingServices,0
CA-NS,Real estate brokerage and other services related to real estate,5,Services,05 03,DesignServicesAndMargins,0
CA-NS,Rental and operating leasing services of motor vehicles,5,Services,05 03,ManufacturingServices,0
CA-NS,Computer equipment rental and leasing services,5,Services,05 03,ManufacturingServices,0
CA-NS,Office machinery and equipment (except computer equipment) rental and leasing services,5,Services,05 03,ManufacturingServices,0
CA-NS,Rental and operating leasing services of commercial and industrial machinery and equipment,5,Services,05 03,ManufacturingServices,0
CA-NS,Rental and operating leasing services of other goods,5,Services,05 03,ManufacturingServices,0
CA-NS,Licensing of rights for commercial use of non-financial intangible assets (except software and other copyright licensing),5,Services,05 03,ManufacturingServices,0
CA-NS,Legal services,5,Services,05 03,DesignServicesAndMargins,0
CA-NS,"Accounting, tax preparation, bookkeeping and payroll services",5,Services,05 03,ManufacturingServices,0
CA-NS,"Architectural, engineering and related services",5,Services,05 03,DesignServicesAndMargins,0
CA-NS,Specialized design services,5,Services,05 03,DesignServicesAndMargins,0
CA-NS,Custom software design and development services,5,Services,05 03,ManufacturingServices,0
CA-NS,Own-account software design and development services,5,Services,05 03,ManufacturingServices,0
CA-NS,Computer systems design and related services (except software development),5,Services,05 03,ManufacturingServices,0
CA-NS,"Management, scientific and technical consulting services",5,Services,05 03,ManufacturingServices,0
CA-NS,Research and development services,5,Services,05 03,ManufacturingServices,0
CA-NS,Own-account research and development (except software development),5,Services,05 03,ManufacturingServices,0
CA-NS,"Advertising, public relations, and related services",5,Services,05 03,ManufacturingServices,0
CA-NS,Photographic services,5,Services,05 03,ManufacturingServices,0
CA-NS,Veterinary services,5,Services,05 03,ManufacturingServices,0
CA-NS,"Other professional, scientific and technical services",5,Services,05 03,ManufacturingServices,0
CA-NS,Holding company services (imputed),5,Services,05 03,ManufacturingServices,0
CA-NS,Head office services (imputed),5,Services,05 03,ManufacturingServices,0
CA-NS,Office administrative services,5,Services,05 03,ManufacturingServices,0
CA-NS,Employment services,5,Services,05 03,ManufacturingServices,0
CA-NS,Business support services,5,Services,05 03,ManufacturingServices,0
CA-NS,"Travel arrangement, reservation and planning services",5,Services,05 03,ManufacturingServices,0
CA-NS,Investigation and security services,5,Services,05 03,ManufacturingServices,0
CA-NS,Services to buildings and dwellings,5,Services,05 03,ManufacturingServices,0
CA-NS,Facilities and other support services,5,Services,05 03,ManufacturingServices,0
CA-NS,Waste management and remediation services,5,Services,05 03,ManufacturingServices,0
CA-NS,Tuition and similar fees for elementary and secondary schools,5,Services,05 03,ManufacturingServices,0
CA-NS,Tuition and similar fees for colleges and C.E.G.E.P.s,5,Services,05 03,ManufacturingServices,0
CA-NS,Tuition and similar fees for universities,5,Services,05 03,ManufacturingServices,0
CA-NS,"Tuition and similar fees for trade, technical and professional training",5,Services,05 03,ManufacturingServices,0
CA-NS,Other educational training and services,5,Services,05 03,ManufacturingServices,0
CA-NS,Physician services,5,Services,05 03,ManufacturingServices,0
CA-NS,Dental services,5,Services,05 03,ManufacturingServices,0
CA-NS,Other health practitioner services,5,Services,05 03,ManufacturingServices,0
CA-NS,Medical laboratory diagnostic and testing services,5,Services,05 03,ManufacturingServices,0
CA-NS,Ambulance services,5,Services,05 03,ManufacturingServices,0
CA-NS,Hospital services,5,Services,05 03,ManufacturingServices,0
CA-NS,Nursing and residential care services,5,Services,05 03,ManufacturingServices,0
CA-NS,Child day-care services,5,Services,05 03,ManufacturingServices,0
CA-NS,Other ambulatory health care services and social assistance services,5,Services,05 03,ManufacturingServices,0
CA-NS,Admissions to live sporting events,5,Services,05 03,ManufacturingServices,0
CA-NS,Admissions to live performing arts performances,5,Services,05 03,ManufacturingServices,0
CA-NS,Sport and performing arts event organization services,5,Services,05 03,ManufacturingServices,0
CA-NS,Career management and representation services of public figures,5,Services,05 03,ManufacturingServices,0
CA-NS,"Contract production of live performing arts performances, live sporting events and copyrighted works",5,Services,05 03,ManufacturingServices,0
CA-NS,Sporting event media rights,5,Services,05 03,ManufacturingServices,0
CA-NS,Heritage institution services,5,Services,05 03,ManufacturingServices,0
CA-NS,Amusement and recreational services,5,Services,05 03,ManufacturingServices,0
CA-NS,Gambling (net wagers),5,Services,05 03,ManufacturingServices,0
CA-NS,Room or unit accommodation services for travellers,5,Services,05 03,ManufacturingServices,0
CA-NS,Recreational vehicle park and recreational camp services,5,Services,05 03,ManufacturingServices,0
CA-NS,Rooming and boarding services,5,Services,05 03,ManufacturingServices,0
CA-NS,Prepared meals,5,Services,05 03,ManufacturingServices,0
CA-NS,Alcoholic beverages for immediate consumption,5,Services,05 03,ManufacturingServices,0
CA-NS,Motor vehicle repair and maintenance services,5,Services,05 03,ManufacturingServices,0
CA-NS,Repair and maintenance services (except for buildings and transportation equipment),5,Services,05 03,ManufacturingServices,0
CA-NS,Funeral services,5,Services,05 03,ManufacturingServices,0
CA-NS,"Laundry, dry-cleaning and related services",5,Services,05 03,ManufacturingServices,0
CA-NS,Hair care and aesthetic services,5,Services,05 03,ManufacturingServices,0
CA-NS,Parking services,5,Services,05 03,ManufacturingServices,0
CA-NS,Other personal and personal care services,5,Services,05 03,ManufacturingServices,0
CA-NS,Other membership services,5,Services,05 03,ManufacturingServices,0
CA-NS,Babysitting services,5,Services,05 03,ManufacturingServices,0
CA-NS,Private household services (except babysitting),5,Services,05 03,ManufacturingServices,0
CA-NS,Sales of other services by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-NS,Sales of other government services,5,Services,05 03,ManufacturingServices,0
CA-NS,Repair and maintenance,5,Services,05 03,ManufacturingServices,0
CA-NS,Operating supplies,5,Services,05 03,ManufacturingServices,0
CA-NS,Office supplies,5,Services,05 03,ManufacturingServices,0
CA-NS,"Advertising, promotion, meals and entertainment",5,Services,05 03,ManufacturingServices,0
CA-NS,"Travel, meetings and conventions",5,Services,05 03,ManufacturingServices,0
CA-NS,Transportation margins,5,Services,05 03,ManufacturingServices,0
CA-NS,Educational services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-NS,Ambulatory health care services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-NS,Social assistance services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-NS,"Arts, entertainment and recreation services provided by Non-Profit Institutions Serving Households",5,Services,05 03,ManufacturingServices,0
CA-NS,Religious services,5,Services,05 03,ManufacturingServices,0
CA-NS,"Grant-making, civic, and professional and similar organization services",5,Services,05 03,ManufacturingServices,0
CA-NS,Labour organization membership services,5,Services,05 03,ManufacturingServices,0
CA-NS,Political organization services,5,Services,05 03,ManufacturingServices,0
CA-NS,Other services provided by Non-Profit Institutions Serving Households,5,Services,05 03,ManufacturingServices,0
CA-NS,Elementary and secondary school services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-NS,Community college and C.E.G.E.P services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-NS,University services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-NS,Other educational services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-NS,Hospital services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-NS,Residential care facility services provided by governments,5,Services,05 03,ManufacturingServices,0
CA-NS,Defence services,5,Services,05 03,ManufacturingServices,0
CA-NS,Other federal government services,5,Services,05 03,ManufacturingServices,0
CA-NS,Other provincial and territorial government services,5,Services,05 03,ManufacturingServices,0
CA-NS,Other municipal government services,5,Services,05 03,ManufacturingServices,0
CA-NS,Other aboriginal government services,5,Services,05 03,ManufacturingServices,0
CA-NT,Canola (including rapeseed),6,Other,06 01,Other,A1-A3
CA-NT,Oilseeds (except canola),6,Other,06 01,Other,A1-A3
CA-NT,Wheat,6,Other,06 01,Other,A1-A3
CA-NT,Grains (except wheat),6,Other,06 01,Other,A1-A3
CA-NT,Fresh potatoes,6,Other,06 01,Other,A1-A3
CA-NT,Fresh fruit and nuts,6,Other,06 01,Other,A1-A3
CA-NT,Other miscellaneous crop products,6,Other,06 01,Other,A1-A3
CA-NT,Fresh vegetables (except potatoes),6,Other,06 01,Other,A1-A3
CA-NT,Imputed feed (animal feed produced for own consumption),6,Other,06 01,Other,A1-A3
CA-NT,"Floriculture and nursery products (except cannabis), and sod",6,Materials,06 01,EarthworkAndLandscaping_Materials,A1-A3
CA-NT,"Cannabis plants, seeds and flowering tops",6,Other,06 01,Other,A1-A3
CA-NT,Cattle and calves,6,Other,06 01,Other,A1-A3
CA-NT,Unprocessed milk,6,Other,06 01,Other,A1-A3
CA-NT,Hogs,6,Other,06 01,Other,A1-A3
CA-NT,Eggs in shell,6,Other,06 01,Other,A1-A3
CA-NT,Poultry,6,Other,06 01,Other,A1-A3
CA-NT,Other live animals,6,Other,06 01,Other,A1-A3
CA-NT,"Raw furskins, and animal products n.e.c.",6,Other,06 01,Other,A1-A3
CA-NT,Imputed fertilizer (fertilizer produced for own consumption),6,Other,06 01,Other,A1-A3
CA-NT,Logs and bolts,4,Materials,04  013,MEP,A1-A3
CA-NT,Pulpwood,4,Materials,04 04,Wood,A1-A3
CA-NT,Fuel wood,4,Materials,04 04,Wood,A1-A3
CA-NT,"Rough untreated poles, posts and piling",4,Materials,04  013,MEP,A1-A3
CA-NT,"Fish, crustaceans, shellfish and other fishery products",6,Other,04  013,Other,A1-A3
CA-NT,Custom work services for forestry,5,Services,05 03,ManufacturingServices,A1-A3
CA-NT,Support services for crop production,5,Services,05 03,ManufacturingServices,A1-A3
CA-NT,"Support services for animal production, hunting and fishing",5,Services,05 03,ManufacturingServices,A1-A3
CA-NT,Support services for forestry,5,Services,05 03,ManufacturingServices,A1-A3
CA-NT,Conventional crude oil,3,Energy,04 11,Energy,A1-A3
CA-NT,Synthetic crude oil,3,Energy,04 11,Energy,A1-A3
CA-NT,Natural gas,1,Energy,01 01,Energy,A1-A3
CA-NT,Natural gas liquids and related products,3,Energy,04 11,Energy,A1-A3
CA-NT,Crude and diluted bitumen,3,Materials,04 11,Asphalt,A1-A3
CA-NT,Coal,3,Energy,04 11,Energy,A1-A3
CA-NT,Iron ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-NT,Gold and silver ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-NT,Copper ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-NT,Nickel ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-NT,Lead and zinc ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-NT,Radioactive ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-NT,Other metal ores and concentrates,3,Materials,04 03,Metals,A1-A3
CA-NT,Stone,3,Materials,04 02,Masonry,A1-A3
CA-NT,"Sand, gravel, clay, and refractory minerals",3,Materials,04 02,Masonry,A1-A3
CA-NT,Uncut and industrial diamonds,3,Other,04 11,Other,A1-A3
CA-NT,Potash,3,Materials,04 11,EarthworkAndLandscaping_Materials,A1-A3
CA-NT,Non-metallic minerals (except diamonds),3,Other,04 11,Other,A1-A3
CA-NT,Support services for oil and gas extraction (except exploration),5,Energy,05 03,Energy,A1-A3
CA-NT,Support services for mining and quarrying (except exploration),5,Services,05 03,ManufacturingServices,A1-A3
CA-NT,Oil and gas and mineral exploration,5,Energy,05 03,Energy,A1-A3
CA-NT,Electricity,1,Energy,01 01,Energy,A1-A3
CA-NT,Natural gas distribution,5,Energy,05 03,Energy,A4
CA-NT,Water delivered by water works and irrigation systems,2,Services,02 01,ManufacturingServices,A1-A3
CA-NT,Sewage and dirty water disposal and cleaning services,5,Services,05 03,ManufacturingServices,0
CA-NT,Steam and heated or cooled air or water,2,Services,02 01,ManufacturingServices,A1-A3
CA-NT,Residential buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Industrial buildings (except mine buildings),5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Office buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,"Shopping centres, plazas, malls and stores",5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Other commercial buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,"Schools, colleges, universities and other educational buildings",5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,"Health care buildings, nursing homes and senior citizen homes",5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Other institutional buildings,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,"Highways, roads, streets, bridges and tunnels",5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Other land transportation civil engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Oil and gas extraction sites and structures,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Other oil and gas engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Electric power engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Communications networks,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Marine engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Waterworks engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Sewage engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Mining engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Other civil engineering works,5,ConstructionSector,05 02,DirectEmissions,A5
CA-NT,Repair construction services,5,Other,05 02,Other,A5
CA-NT,Dog and cat food,6,Other,06 01,Other,A1-A3
CA-NT,Other animal feed,6,Other,06 01,Other,A1-A3
CA-NT,Flour and other grain mill products,6,Other,06 01,Other,A1-A3
CA-NT,Margarine and cooking oils,6,Other,06 01,Other,A1-A3
CA-NT,Breakfast cereal and other cereal products,6,Other,06 01,Other,A1-A3
CA-NT,"Grain and oilseed products, n.e.c.",6,Other,06 01,Other,A1-A3
CA-NT,Sugar and sugar mill by-products,6,Other,06 01,Other,A1-A3
CA-NT,Chocolate (except confectionery),6,Other,06 01,Other,A1-A3
CA-NT,Confectionery products,6,Other,06 01,Other,A1-A3
CA-NT,"Fresh, frozen and canned fruit and vegetable juices",6,Other,06 01,Other,A1-A3
CA-NT,Preserved fruit and vegetables and frozen foods,6,Other,06 01,Other,A1-A3
CA-NT,Processed fluid milk and milk products,6,Other,06 01,Other,A1-A3
CA-NT,Cheese and cheese products,6,Other,06 01,Other,A1-A3
CA-NT,Butter and dry and canned dairy products,6,Other,06 01,Other,A1-A3
CA-NT,"Ice cream, sherbet and similar frozen desserts",6,Other,06 01,Other,A1-A3
CA-NT,Fresh and frozen beef and veal,6,Other,06 01,Other,A1-A3
CA-NT,Fresh and frozen pork,6,Other,06 01,Other,A1-A3
CA-NT,Fresh and frozen poultry of all types,6,Other,06 01,Other,A1-A3
CA-NT,"Processed meat products, other miscellaneous meats and animal by-products",6,Other,06 01,Other,A1-A3
CA-NT,Prepared and packaged seafood products,6,Other,06 01,Other,A1-A3
CA-NT,"Bread, rolls and flatbreads",6,Other,06 01,Other,A1-A3
CA-NT,"Cookies, crackers and baked sweet goods",6,Other,06 01,Other,A1-A3
CA-NT,"Flour mixes, dough and dry pasta",6,Other,06 01,Other,A1-A3
CA-NT,Snack food products,6,Other,06 01,Other,A1-A3
CA-NT,Coffee and tea,6,Other,06 01,Other,A1-A3
CA-NT,"Flavouring syrups, seasonings and dressings",6,Other,06 01,Other,A1-A3
CA-NT,"Other food products, n.e.c.",6,Other,06 01,Other,A1-A3
CA-NT,"Carbonated and non-carbonated drinks, bottled water and ice",6,Other,06 01,Other,A1-A3
CA-NT,Beer,6,Other,06 01,Other,A1-A3
CA-NT,Wine and brandy,6,Other,06 01,Other,A1-A3
CA-NT,Distilled liquor,6,Other,06 01,Other,A1-A3
CA-NT,"Stemmed, redried or reconstituted tobacco",6,Other,06 01,Other,A1-A3
CA-NT,"Cigarettes, cigars, chewing and smoking tobacco",6,Other,06 01,Other,A1-A3
CA-NT,"Cannabis products (except seeds, plants, and plant parts)",6,Other,06 01,Other,A1-A3
CA-NT,"Fibre, yarn and thread",6,Other,06 01,Other,A1-A3
CA-NT,Fabrics,6,Materials,06 01,Finishes,A1-A3
CA-NT,"Carpets, rugs and mats",6,Materials,06 01,Finishes,A1-A3
CA-NT,Other textile furnishings,6,Materials,06 01,Finishes,A1-A3
CA-NT,"Textile products, n.e.c.",6,Materials,06 01,Finishes,A1-A3
CA-NT,Fabric weaving and finishing services,5,Services,05 03,ManufacturingServices,0
CA-NT,"Men's, women's, boys' and girls' clothing",6,Other,06 01,Other,A1-A3
CA-NT,Infant clothing,6,Other,06 01,Other,A1-A3
CA-NT,Clothing accessories,6,Other,06 01,Other,A1-A3
CA-NT,Leather and dressed furs,6,Other,06 01,Other,A1-A3
CA-NT,Footwear,6,Other,06 01,Other,A1-A3
CA-NT,"Suitcases, handbags and other leather and allied products",6,Other,06 01,Other,A1-A3
CA-NT,Hardwood lumber,3,Materials,04 04,Wood,A1-A3
CA-NT,Softwood lumber,3,Materials,04 04,Wood,A1-A3
CA-NT,Wood chips,3,Materials,04 04,Wood,A1-A3
CA-NT,Other sawmill products and treated wood products,3,Materials,04 04,Wood,A1-A3
CA-NT,Veneer and plywood,3,Materials,04 04,Wood,A1-A3
CA-NT,Wood trusses and engineered wood members,3,Materials,04 04,Wood,A1-A3
CA-NT,Reconstituted wood products,3,Materials,04 04,Wood,A1-A3
CA-NT,Wood windows and doors,3,Materials,04 07,Openings,A1-A3
CA-NT,Wood containers and pallets,3,Materials,04 04,Wood,A1-A3
CA-NT,Prefabricated wood and manufactured (mobile) buildings and components,3,Materials,04 04,Wood,A1-A3
CA-NT,"Wood products, n.e.c.",3,Materials,04 04,Wood,A1-A3
CA-NT,Waste and scrap of wood and wood by-products,3,Materials,04 04,Wood,A1-A3
CA-NT,Wood pulp,3,Materials,04 04,Wood,A1-A3
CA-NT,Paper (except newsprint),3,Other,04 12,Other,A1-A3
CA-NT,Newsprint,6,Other,06 01,Other,A1-A3
CA-NT,Paperboard,6,Materials,06 01,Finishes,A1-A3
CA-NT,Paperboard containers,6,Other,06 01,Other,A1-A3
CA-NT,Paper office supplies,6,Other,06 01,Other,A1-A3
CA-NT,Disposable diapers and feminine hygiene products,6,Other,06 01,Other,A1-A3
CA-NT,Sanitary paper products,6,Other,06 01,Other,A1-A3
CA-NT,Other converted paper products,6,Other,06 01,Other,A1-A3
CA-NT,Waste and scrap of paper and paperboard,6,Other,06 01,Other,A1-A3
CA-NT,Printed products,6,Other,06 01,Other,A1-A3
CA-NT,Printing support services,5,Services,05 03,ManufacturingServices,0
CA-NT,Contract printing services for publishers,5,Services,05 03,ManufacturingServices,0
CA-NT,Motor gasoline,1,Energy,01 01,Energy,A1-A3
CA-NT,Diesel and biodiesel fuels,1,Energy,01 01,Energy,A1-A3
CA-NT,Light fuel oils,1,Energy,01 01,Energy,A1-A3
CA-NT,Aviation fuel,1,Energy,01 01,Energy,A1-A3
CA-NT,Heavy fuel oils,1,Energy,01 01,Energy,A1-A3
CA-NT,Lubricants and other petroleum refinery products,3,Other,04 11,Other,A1-A3
CA-NT,Asphalt (except natural) and asphalt products,3,Materials,04 09,Asphalt,A1-A3
CA-NT,Coke and other coke oven products,6,Energy,06 01,Energy,A1-A3
CA-NT,"Solid fuel products, n.e.c.",6,Other,06 01,Other,A1-A3
CA-NT,Petrochemicals,6,Energy,06 01,Energy,A1-A3
CA-NT,Industrial gases,6,Other,06 01,Other,A1-A3
CA-NT,Dyes and pigments,6,Other,06 01,Other,A1-A3
CA-NT,Other basic inorganic chemicals and nuclear fuel,6,Energy,06 01,Energy,A1-A3
CA-NT,"Basic organic chemicals, n.e.c.",6,Other,06 01,Other,A1-A3
CA-NT,Plastic resins,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-NT,Rubber and rubber compounds and mixtures,3,Other,04 12,Other,A1-A3
CA-NT,Artificial and synthetic fibres and filaments,3,Other,04 05,Other,A1-A3
CA-NT,Ammonia and chemical fertilizers,3,Materials,04 09,EarthworkAndLandscaping_Materials,A1-A3
CA-NT,Pesticides and other agricultural chemicals,3,Materials,04 09,EarthworkAndLandscaping_Materials,A1-A3
CA-NT,Pharmaceutical and medicinal products,3,Other,04 12,Other,A1-A3
CA-NT,"Paints, coatings and adhesive products",3,Materials,04 09,Finishes,A1-A3
CA-NT,Soaps and cleaning compounds,3,Other,04 12,Other,A1-A3
CA-NT,Perfumes and toiletries,3,Other,04 12,Other,A1-A3
CA-NT,"Chemical products, n.e.c.",3,Other,04 12,Other,A1-A3
CA-NT,Plastic bags,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-NT,Plastic films and non-rigid sheets,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-NT,Plastic and foam building and construction materials,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-NT,Plastic profile shapes,3,Materials,04 014,PlasticsAndComposites,A1-A3
CA-NT,Foam products (except for construction),3,Materials,04 014,PlasticsAndComposites,A1-A3
