,,"('CA-NL', 'kg CO2 eq (short)')","('CA-PE', 'kg CO2 eq (short)')","('CA-NS', 'kg CO2 eq (short)')","('CA-NB', 'kg CO2 eq (short)')","('CA-QC', 'kg CO2 eq (short)')","('CA-ON', 'kg CO2 eq (short)')","('CA-MB', 'kg CO2 eq (short)')","('CA-SK', 'kg CO2 eq (short)')","('CA-AB', 'kg CO2 eq (short)')","('CA-BC', 'kg CO2 eq (short)')","('CA-YT', 'kg CO2 eq (short)')","('CA-NT', 'kg CO2 eq (short)')","('CA-NU', 'kg CO2 eq (short)')"
CA-BC,Non-ferrous metal castings,1012.5778684796583,105184.06493458209,2162.6898919881787,1400.5707759345678,8240.217858514887,41239.45903987645,14395.934922703103,637809.0036436468,3200181.905672991,4148450.20790844,4199.193218144117,4756.382479032509,2597.203892375626
CA-BC,Waste and scrap of iron and steel,6391.748490075295,3220.5757279379745,12080.667446821648,13324.702933359267,40468.827202473825,222326.9013143987,135073.7303650069,75164.05361591847,900823.9494546567,3732720.343102311,12435.085584578708,5371.693090203152,6249.67548353794
CA-BC,Waste and scrap of non-ferrous metals,22.942724024698265,7.561953692229255,52.0051232904136,27.881540113700293,269.6513843030615,603.7972284687058,250.4171260030093,426.96045935082117,1979.586111748047,8220.794611268579,55.40432765338912,27.29821864923264,35.360337560250265
CA-BC,Forged and stamped metal products,161.50586961579606,68.98576392431956,410.2213455454564,179.5422073008968,2449.0554163757943,13495.05426235085,3410.675369798624,834.0121344672765,38780.55642930155,352194.48102974996,96.3143264407661,108.94339585588543,92.72319596826674
CA-BC,"Prefabricated metal buildings and other non-wood buildings, and components",62.90049064771223,19.721042490885484,3293.4260325961413,11819.812122496895,17778.400788081224,73111.427815433,21571.41972693375,34820.48339771479,858482.1812545188,3484228.507636713,147.91103485740243,72.07267168143193,5345.126475506087
CA-BC,Fabricated steel plate and other fabricated structural metal,1677.4477989924205,643.0881385761694,6281.271846318906,73596.53987288894,61204.92779763452,170498.30957122904,113793.8501503683,91124.81263276415,2017121.0784799645,15842003.447363079,14552.776240271167,4257.9910183218835,38526.0824791651
CA-BC,Metal windows and doors,1384.2045414504514,300.36341688535805,2787.44323462432,1647.7609300794193,43623.35561184849,407886.3717323163,46582.555723430625,23219.75545985507,1278195.3965824188,8950880.748539466,2082.9454563029235,4537.107112895245,1590.4761606170505
CA-BC,Other architectural metal products,6265.465420669586,15096.496684342985,119140.87793948784,46537.66265163872,55378.591858559084,619566.2871335945,187771.20285704857,150534.3536384659,684576.0301024823,10497116.260008825,136117.24456616084,44355.06875308857,2614.1938394767185
CA-BC,"Light gauge metal containers, crowns and closures",82.69998111552272,24.635869792369835,194.1651275904205,110.29555295327624,1233.381090059978,2699.972874698432,518.8083299880223,576.4807604370549,3974.253892725568,34947.41873348845,105.82298940275768,93.03767275579922,198.91323016992564
CA-BC,"Boilers, tanks and heavy gauge metal containers",99.53234470594141,16.59527743743309,213.82401035065615,145.97579411605062,1553.758829038971,3832.2900364068596,3466.7097444962296,668.3846045498393,13764.952943582064,1096512.1787730746,2551.346364290625,115.27992489633861,169.89834284233882
CA-BC,"Builders, motor vehicle and other hardware",201.08305924493544,71.82521249528443,774.8197302740683,409.3897856764518,2271.5860182438687,7283.351189118094,2445.980893544922,2203.032069819328,24028.900527466245,590691.9696979717,805.6800812352236,255.97533777697132,256.40030613854105
CA-BC,Springs and wire products,431.0143005776193,7763.767284864534,16574.34599680696,4706.1365115262715,13636.296499192093,33466.695754317174,21020.497878635204,8276.778364614915,51322.75422267606,4768346.337122354,2999.040641772711,501.41270818929206,557.0698028212239
CA-BC,Threaded metal fasteners and other turned metal products including automotive,267.89422530961195,47.072006779734686,338.8840839060723,325.19466171770904,2787.262037462616,7076.00515140072,3501.752111862388,2794.824237678692,26618.084863925378,1132852.5848178624,326.5743879047329,8446.517349261376,579.0641528392398
CA-BC,"Coating, engraving, heat treating and similar metal processing services",802.1346941300785,383.1614072224444,2034.8487506736683,1769.5195687443863,7131.994371311864,26419.011919602945,8193.14073202167,13211.821504450216,302636.6597329622,500188.3043856767,2400.3186463495913,1626.3673637123488,789.8316072409866
CA-BC,"Hand tools, kitchen utensils and cutlery (except precious metal)",72.60857801756376,19.466692222929943,103.76774531578786,107.86570840501707,1019.945148272433,2223.0087695875327,401.8638912782939,547.4361816686829,4586.671355374894,128974.24222844077,95.10698394385129,78.8877213585385,133.0773938131336
CA-BC,Metal valves and pipe fittings,478.70605319719175,25.664774752391132,565.0673144919704,175.90305680426948,2466.1510458096113,3315.6432117188365,2077.6495647649026,4156.094339903272,19017.25049651743,1079647.6889734634,175.53709855328702,130.6338322164065,206.34678253621038
CA-BC,Ball and roller bearings,9.079986668886574,1.449005776462625,8.343733750935597,8.458547451233887,131.09172546723926,225.92686588135047,50.64266527732971,71.35674287385307,455.4735013859312,18124.074201353193,15.17055675935372,9.519068217430535,12.799881328292935
CA-BC,"Guns, ammunition and other munitions",0.27025750421645345,0.0466002051196084,0.32525928174992985,0.3397371931026764,3.5537216803713028,5.642282140403898,1.6691534823036742,2.221323548696788,13.18312606765737,189.24166918953017,0.4586203585572512,0.26877946811485,0.5771930430572609
CA-BC,"Fabricated metal products, n.e.c.",3522.94971775733,1662.8864804170232,4701.034280203427,5297.967276974352,29392.29321759468,156942.3673640941,25850.159448301165,45108.297939463635,650980.8810229462,3788786.316533069,6339.157621077276,2619.2380080936973,3093.681487851079
CA-BC,"Agricultural, lawn and garden machinery and equipment",100.78300410677042,16.117261743804065,113.16812059883789,128.25228114128842,1022.3314085352462,1709.4523908114652,503.54218736475616,635.210291103772,4514.818815675201,63500.036605945716,114.14378684820461,106.02935827834266,164.76882606844703
CA-BC,"Logging, mining and construction machinery and equipment",270.8736006108298,59.80681591510419,494.8878030117434,236.28977317755238,6286.6830668454895,11993.393737579832,2040.662680435312,3764.9531142661062,34748.627809494035,930023.9977479529,687.6305328134372,359.4746233901196,425.08863072397446
CA-BC,Other industry-specific machinery,254.93337131024347,91.43904800424251,1582.2830103414763,402.8668670427399,7424.6318553531355,11564.781388763528,3865.222536863634,3335.258152836772,35253.89410724818,528055.8636498916,488.9732681197012,431.45640936841073,484.540225300103
CA-BC,Commercial and service industry machinery,179.49405764284282,41.29183637636692,298.1562360303182,221.0987339074662,2480.639728767063,5061.526669409493,1350.8558941147262,1891.2702904422706,9266.539006705932,121675.32422376137,1430.5283249916627,1213.9979264635137,13534.406148375707
CA-BC,"Industrial and commercial fans, blowers and air purification equipment",26.361383042730306,6.565980786540966,170.02591120662714,56.80893864317919,541.1734815735585,1143.5926937857898,1100.4282912064034,1056.3664229551387,5617.728376970313,150690.66245347128,57.317511872445266,37.573367606077674,45.84026682578009
CA-BC,Heating and cooling equipment (except household refrigerators and freezers),2447.0728047639373,78.14998476708067,33168.075501974614,9785.837905052822,39593.45230438629,113209.72207855718,6950.211697605998,8795.602416363956,55035.26411972435,3050870.872985049,4883.924831728276,247.87908936020318,385.0970520358363
CA-BC,Metalworking machinery and industrial moulds,195.37196638913213,74.21398412945504,931.1491060451658,326.56927352302125,3882.100830970652,10476.618037783492,3948.4246170127967,7461.563527483362,54803.18472170128,168509.48675438447,459.1665162428664,563.8455335684307,564.6543997150272
CA-BC,"Turbines, turbine generators, and turbine generator sets (except aircraft turbines)",3.134958401169867,0.9200698088343194,13.205059046150103,4.745223414972078,61.486629744933985,124.15499280474799,31.96324064228861,55.20021134240617,286.1000790037841,43466.81080173769,8.049434113988676,4.204707410759764,5.09094924545997
CA-BC,Other engine and power transmission equipment,43.493581704463416,12.478008755538122,132.8500154279276,45.94133295660189,674.1197909342972,1342.9032561700262,378.9166865158207,664.0375650897005,3332.2575935094383,98690.11898080517,87.18970097028706,69.59153557593928,101.90487685289101
CA-BC,Pumps and compressors (except fluid power),352.6380043852577,100.79104670491361,942.9699197632098,370.608896875039,4846.9528908326165,10298.455712063631,2498.907037460794,2944.6671035199447,19241.46281767116,674126.918616099,540.7874351169929,533.8221954669327,674.2848913024536
CA-BC,Material handling equipment,38.360243788451406,237.07276544631316,119.11151713016072,45.09036811673741,631.7835104649257,890.9683300306322,238.74277624031683,409.25682263570457,4345.994184012511,314884.2036574229,59.932446752887536,39.29237517285023,67.2559219500428
CA-BC,Other miscellaneous general-purpose machinery,171.78971391832442,303.32220962479516,512.742288998449,267.5712479603234,3821.5606282418044,5113.76620506139,1290.2826954296156,1579.4653787702018,12358.070026808637,277555.86903942097,308.0234106020835,189.5627834978071,276.524254294255
CA-BC,"Computers, computer peripherals and parts",8.761294125320362,1.7177431406952914,10.324133784636363,10.343673100596469,97.54747325778732,155.33912185971855,37.41049966848756,55.018378326092275,294.47862063108175,3637.6867394814717,8.874494174139285,7.070753787593358,14.303924556992287
CA-BC,Telephone apparatus,11.123912969894942,2.3494664483888106,15.753653770013402,13.89725761455369,158.13832568171668,240.72898496695055,49.51530457367104,70.3645698564322,392.28090757293995,11710.797121988433,12.19206724129927,9.13655796037532,19.726537231306683
CA-BC,Other communications equipment,22.13034570509806,4.442974634186795,34.94627094572535,25.290478003481624,322.1552577814832,560.9639012908675,81.84151074945842,100.90106160424742,585.7702031187143,94437.69756045938,16.302878691015383,11.823645156887958,118.17712171703867
CA-BC,Audio and video equipment and unrecorded media,2.5959533831285952,0.4890738857641894,2.8338974942904307,4.9296442098566065,55.942243628205475,35.56159108876725,13.158006300162903,30.459685314425222,123.8317071030761,1190.2687711471112,4.716324531652677,2.6663125944378487,10.85515884269874
CA-BC,Navigational and guidance instruments,8.12882596058637,2.0484423239087497,16.707793230667917,13.322531680905454,301.2507836792974,185.46064947458652,63.11399545238702,146.38258386678922,620.7610466156119,3608.2197305513237,18.322761379815006,8.298750299152967,26.620040283652404
CA-BC,Medical devices,3.0541880863059245,0.15310454531818807,0.9505412533767965,1.150776965030542,12.580067267723116,18.740377251073507,4.047473535014557,36.79654437214927,133.7656194721815,105195.66221293971,1.2216676390724843,0.7965149673111278,2.1430602404175096
CA-BC,"Measuring, control and scientific instruments",54.02951065502401,12.611365406716372,68.17592786270912,113.39743248960404,11980.76731250453,10860.369255851214,1465.5329395373856,1281.7928499186053,3497.2463092033927,339392.0442838746,599.874110528267,88.45070856205017,160.12237457333546
CA-BC,"Printed and integrated circuits, semiconductors and printed circuit assemblies",133.07333637992465,23.27227202748381,211.72871970576355,192.86860067868636,2017.6184260313069,2358.4443622518065,504.8799048427896,954.2533060251525,4319.874193610158,56892.71247424681,172.6347616574591,91.43696746895557,361.91379233188104
CA-BC,Other electronic components,317.1894044458943,22.700080872434746,180.10959880900077,138.94899077445666,999.2677739400984,4918.721626460608,385.53637176450604,1410.309813796821,5065.519148190266,95593.83482465113,68.53840996155218,49.70339263567547,84.08273871156553
CA-BC,Electric light bulbs and tubes,2.053414952865569,0.3800850074092925,3.9570735186990054,1.848800127226046,21.62060741993287,51.35728156281893,13.212485138295444,15.38935695895589,139.72328631421328,33373.715035301146,3.3746105523315224,2.0091654430213186,2.1590313281899696
CA-BC,Lighting fixtures,159.28085582545802,8.594314952962883,216.20068246194842,242.15449612765684,1320.9147491128933,2800.6635500540156,375.11679722661347,483.8609568426626,4180.801619631912,590171.7977285635,50.0079698474458,37.37782796031562,71.25911612470303
CA-BC,Small electric appliances,12.72483287867621,2.3283857371968204,16.51248779010571,17.97842730709294,156.43265447757375,211.96539808590126,68.74437419575082,94.24974802577526,587.3088834262445,16695.16597362068,21.660888726791857,14.321614936192116,26.8885662544972
CA-BC,Major appliances,7.336530762434107,1.054961072790398,10.90014233601567,7.918629149911697,71.18061896870859,130.36413691291938,44.70724196293737,41.9273494321872,521.5462536548712,89641.67920253234,7.329781834972058,6.492441955777805,10.120956674770301
CA-BC,"Power, distribution and other transformers",100.27433265407385,15.244216271946224,138.44808656838273,67.3589675996619,956.5288543915613,10956.25239765622,416.40749778844986,538.742760867502,7163.200322113973,60520.22095325548,67.48630167749576,64.65293571692744,78.89776932390883
CA-BC,Electric motors and generators,26.69602222557,7.110327379222893,77.77513287832069,36.44438208157511,388.1082100449339,813.9068854441368,242.1034088962071,380.8766012852576,2419.7890215192024,106118.36606907537,59.54374105163022,33.95327650978514,43.50894067227992
CA-BC,"Switchgear, switchboards, relays and industrial control apparatus",149.6861364160173,61.28720050456892,449.96325793447124,153.4598310345681,2428.4669461816525,4717.200250371692,1040.1674615053373,1373.7211117907207,9553.609812892639,711469.6598769795,260.518059911814,174.83925996543474,214.8435561671395
CA-BC,Batteries and battery chargers,53.300170507571245,7.840645401619823,59.26943034550522,59.905057662768655,473.9219221038012,886.0979555378882,254.50979703634687,325.0042669799032,2399.400384882873,58159.553072527706,62.046267046508355,49.96901141364395,74.33908835609334
CA-BC,Communication and electric wire and cable,14.863198349167073,2.3782581319891243,17.681038030742272,16.084406983683362,156.0146413810948,281.19845341826976,70.8139877377452,87.14915199181817,5108.534983553477,360357.9792249557,17.06566385541018,12.509826963853797,20.80512505194558
CA-BC,Wiring devices,59.952522698523275,10.08348804175199,77.80940818889037,75.6638374573723,863.7206172965846,2500.616860460418,756.5598116420437,632.2510456130775,3687.810608586044,201526.1036880643,70.7603801810713,172.0742769431697,99.12623847070995
CA-BC,Other electrical equipment and components,9013.893698074873,99.96345893481858,1153.007332554654,1233.834265964515,11031.9303527269,106914.78053328111,2391.510286008004,2895.177918195569,36048.1603292454,560276.8436854574,722.0878969297052,480.12928810334705,595.5595199769907
CA-BC,Passenger cars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-BC,"Light-duty trucks, vans and sport utility vehicles (SUVs)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-BC,Medium and heavy-duty trucks,1.8400358626536772,1.0367185023076015,3.3997264312849196,2.213701712045376,20.743910012567827,32.738026307640176,9.237781545773599,12.430044103078744,80.69696449137406,2233.8414360627044,2.825980799862015,2.321064591364891,4.478499040104389
CA-BC,Buses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-BC,Motor vehicle bodies and special purpose motor vehicles,2.4135310142043793,0.1647114860608372,1.1742104818570096,1.2157934908489563,15.49814296212794,33.94140309183628,9.247791068343883,36.59490093639256,640.6497996507887,67.61745602867936,1.6442766659840637,1.2088520856048637,0.9178340275476259
CA-BC,Freight and utility trailers,5.517834771277906,1.285897258111147,7.6982150967765675,10.607955580991968,51.445333126629535,81.59052507076863,35.05669774972886,57.56728308617648,363.9451472819948,2094.730717598815,9.163559545834776,9.131883637089276,9.18953086122789
CA-BC,"Motor homes, travel trailers and camping trailers",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-BC,Motor vehicle gasoline engines and engine parts,22.337725127197682,5.460325389101048,51.03927311887412,26.21360561862165,291.3397664338676,633.6012509787506,174.7519292290058,232.7149123650529,1465.8874000853646,16294.117329045104,59.62019507822415,34.47649222432422,32.94189240657606
CA-BC,Motor vehicle electrical and electronic equipment,119.44276704238379,29.131076965160513,327.09947836847715,116.7157833200288,1873.5089385646465,3931.5426661501015,1013.2168386128687,1286.0776976022146,16331.87602431637,141397.5647083775,312.70578448846,252.79002757201198,166.04475695940957
CA-BC,Motor vehicle steering and suspension components,370.4741951888343,47.29903197607996,595.7469291908363,307.6921305981853,15980.773037931143,9647.784420329448,1056.5891894329272,1659.5672529498809,21014.338587293325,83535.33404178794,277.14741609233545,256.3048099303626,220.08225367806702
CA-BC,Motor vehicle brakes and brake systems,13.491822803570694,2.8909691112739,23.755120889525546,15.340979713907801,182.8494048051873,359.1881569924022,100.86036338421536,140.8985827154826,839.5955651994013,17797.86142003722,30.633315238590644,19.111349832985308,20.08159013096569
CA-BC,Motor vehicle transmission and drive train components,21.024269263822443,5.711555283134347,38.80333628269748,27.6647224954303,221.505079681747,510.7688537209468,159.93274649603336,245.53688716808492,1273.4602337390143,9389.677934242573,43.284942909945016,30.633903584064175,31.793348500450698
CA-BC,"Motor vehicle interior trim, seats and seat parts",13.436908108529973,3.35692382485217,26.614624709712643,17.17451185785649,152.14206935273774,355.7765377345231,105.43220849648857,156.2696020548518,849.2272758812007,6911.9280534927375,29.64645558503327,19.582348736255607,20.12261635350502
CA-BC,Motor vehicle metal stampings,12.12811226443069,2.80334499609875,31.174571729585832,11.690590881920636,189.37752719574647,490.87775696763197,99.45759231663858,126.47800294386126,817.4652362888396,11126.53733296187,35.34289413644595,19.785003917890183,17.68236777701399
CA-BC,Other miscellaneous motor vehicle parts,150.60529737065605,36.10879526108802,260.18143250616816,198.96294724086573,1536.3593758252596,3566.3554922836047,1091.0529472372068,1660.513791479416,8666.099484002958,93081.84900110448,296.02977586945207,214.05367904898637,224.807600770404
CA-BC,Aircraft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-BC,Aircraft engines,51.76952391460507,10.873484806099249,74.93841862053894,43.489143085249054,517.8934891289583,1559.325088323613,312.93456927472766,571.0214352318799,2494.889254094909,9969.973721889297,69.15962718107238,33.50742470641001,44.32106053170139
CA-BC,Aircraft parts and other aerospace equipment,681.4993049786867,90.47323350384701,607.4054680594538,385.8513611956223,5438.812083830026,19433.836006264388,1911.2539616268336,2960.0209216099624,15773.702454563676,61749.61343949532,442.7800773879431,202.23049973267146,284.1964520874895
CA-BC,"Locomotives, railway rolling stock, and rapid transit equipment",0.08228204779660292,0.017832205625620042,0.10048766956809109,0.07982060504390949,0.8792930852783989,7.457163173120837,0.16045748517414024,0.316613242981171,0.8063064668630565,0.4721950547826544,0.011784725475174779,0.010525488977138434,0.028656236242909947
CA-BC,Parts of railway rolling stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-BC,Ships,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-BC,Boats and personal watercraft,22.23587864971066,3.015371393456628,20.360212764079602,16.00007390056519,191.55535758047694,572.8586193055071,75.52765963482392,142.9425385415332,623.4050491701978,2973.651080040168,14.9432437799211,12.379657417890622,13.506009460184325
CA-BC,Other transportation equipment and related parts,22.685768767610362,5.307596828064441,38.420758207464424,28.571683174844974,219.07805229441976,545.5557584214021,149.48466593607748,233.5815668872769,1226.3096736242528,8319.192605100574,38.898450368868986,28.40450106030746,31.224943183513208
CA-BC,Wood cabinets and counter tops,44.85967776999259,14.791434570381904,135.04485509277865,44.63459675386953,607.189190673916,7271.310590706121,8062.159257982347,34668.3273259255,538745.0059893557,15875671.948062297,25007.185729479992,5211.636899555891,89.77203333364837
CA-BC,Household furniture,0.10751685836139488,0.021001811451342493,0.7199541673155232,0.45001599034820516,35.23204859232341,7.583306459197135,0.3350308103773743,3.9404717655424664,4.142817778298625,0.8606431516559235,0.0008524989036920976,0.0018445484418130875,0.005940149845988902
CA-BC,"Institutional and other furniture, n.e.c.",4.237920839342854,0.9064901590878174,8.293250104029772,2.6604866562491725,57.3220039911305,128.0413922283784,46.0142815124046,27.586819744822364,558.3520717616781,6829.559847314599,18.03757582866632,2.6770610487356565,3.717861265144694
CA-BC,Office furniture,1.7112651305962987,0.34668415860377316,1.992712529141574,2.2998555104220606,19.860306129495832,1123.1973907771082,8.647425451125445,11.794465926110965,4505.80946178642,133104.82969407566,411.60718727691506,2.196677902951814,2.9987306827687275
CA-BC,Office and store fixtures,13.203583476144955,11.792390179446915,59.733219501181466,26.227416322088516,1131.2829709287423,5320.256970547997,154.81289433350594,208.24728029153152,5340.982372086439,29857.24576624728,51.20285859185984,19.02435503609009,8.12924751141802
CA-BC,Mattresses and foundations,83.17983138021077,13.950135190792842,40.27387549803368,36.182087777327965,351.3478825139192,947.4939038776106,265.4003782976635,363.12241444593684,2521.995402992294,22039.840642168558,25.5657628972783,28.20500344869695,14.211866666113956
CA-BC,"Blinds, shades, and curtain fixtures",11.046994944548327,6.669738393906898,52.851260366275596,62.080523241237564,414.30753071147535,1228.3146239866117,1935.8579625880611,4128.458927416551,16533.672841034673,164683.5261609051,55.801018255778345,20.93376151701768,26.238422426648157
CA-BC,"Medical, dental and personal safety supplies, instruments and equipment",193.19794340818558,25.78612636048184,206.63604461504704,193.53103603795157,1401.4372802640146,2164.536841967831,452.0759479816703,2333.7186408151633,9274.487634326646,109511.42228189965,125.00886062885631,113.97222834854678,125.83653438225289
CA-BC,Jewellery and silverware,24.867993863908808,7.614722680111598,40.57120029792256,27.787002969009617,407.21862873452,1134.3480026802417,131.89268906773148,159.16884684088748,1027.7569079178336,13760.320521575923,22.74471136798937,16.54590905018044,36.01763851989079
CA-BC,Sporting and athletic goods,172.2143457462862,29.170215491593062,209.47359921853507,359.35456758450556,16441.014373980306,23819.06822717062,1079.9390079797217,953.1138192526605,11317.622640106456,161452.51210142212,68.89052906672362,58.04728260901739,92.14398631576573
CA-BC,Toys and games,0.45548713202976476,0.06035273618762092,0.5191140713408495,0.39446933699124986,3.1712131685776597,15.61902092207033,1.029427298257007,1.5510108646040852,10.814022363047798,102.752594098156,0.25062353288037814,0.17644048504694657,0.26872028292786954
CA-BC,Office supplies (except paper),24.078878452094767,5.675628175524267,38.106950638211,34.463011735037384,344.85481048228763,473.09004830428097,144.0176472141097,213.07948230043715,1215.7635290193175,18405.484530763355,40.115202335427426,33.307278733076444,67.9794209082485
CA-BC,Signs,998.6622750687184,141.9012590743282,877.4296254618886,700.4587684149359,14820.826578164832,61256.63757145576,7006.590078335132,6102.801319007723,37160.79286655057,256720.2617692027,472.83239685328203,406.809006041569,657.8767167750248
CA-BC,Other miscellaneous manufactured products,663.3997930868034,121.99778721205956,1918.4453372476762,824.8480047683466,7008.930310927758,32510.620560544066,2931.849492202974,4970.073716214361,23678.203334431288,565316.651486035,627.0014018781617,490.89230370008437,705.5608421329548
CA-BC,"Custom manufacturing services (except printing, finishing of textiles and metals)",45988.84227555628,37900.87118117266,312864.69186921587,35550.639218378965,113749.51402991732,590892.5972182073,123355.24774752323,174539.83327717343,1567149.287752036,7208666.659831306,23615.856416098584,35260.03868287803,13096.606027619788
CA-BC,Wholesale margins - farm products,230.25936754195183,566.549943763039,7716.222619855786,2616.435272389523,31655.891927083856,45627.03579017852,2106.024337536908,1740.415064926155,37386.33666477075,1216451.313202042,106.23722226549623,76.93808145934959,140.27766004631056
CA-BC,Wholesale margins - petroleum and petroleum products,15776.361075175633,4696.879981106043,22654.668286348122,9761.767144118845,201066.49425645376,409579.0062212495,21092.824065355846,23857.673194263236,139650.89776412633,1861672.727960604,6775.166683356916,4319.541155524805,4309.634603286391
CA-BC,"Wholesale margins - food, beverages and tobacco products",2401.2494381449987,696.9935203444726,4012.7829813178687,2482.2663958043026,26855.36555796347,63290.32842293777,9561.485383257146,15226.988551478697,91724.3538809232,483328.88073987915,2181.5850196419174,1226.8424634662886,1907.7770013486975
CA-BC,Wholesale margins - personal and household goods,11956.263028858088,3788.2792761527976,23681.283303116634,9610.842206584835,77857.86162278744,244833.46824760106,56570.27017475049,93505.07233028472,584966.1566996807,3375676.6466803798,19594.63713831928,6380.697491426558,7500.0761232146315
CA-BC,"Wholesale margins - motor vehicles, motor vehicle parts and accessories",5443.728077099415,1695.0461275569462,9668.137527317707,4576.478998048103,62946.23561085401,151728.438318613,37682.30424745151,49214.35024306069,254747.57836618635,1899273.8581470673,8216.752283518852,10398.84743513442,9111.470495902193
CA-BC,Wholesale margins - building materials and supplies,129690.47302945031,45854.39900647648,218752.42857649212,75899.24384331792,1143880.921065479,2043171.0362545548,613156.4062440745,985624.2298237665,5433281.689742354,61409108.408029966,285054.13813335216,141611.1426406721,230575.74277808945
CA-BC,"Wholesale margins - machinery, equipment and supplies",139141.76081329843,5208.959031040605,27574.065984984663,14937.879025467013,206769.0707242238,386680.0831651244,115929.2073401037,401823.2509412641,2035128.7784181712,9916087.367868327,148495.7832714622,17582.305126332994,140562.03912647325
CA-BC,Wholesale margins - miscellaneous products,18256.24321594254,4635.160694155692,26080.9802364354,16671.829601115103,178729.65320709642,376701.7155073764,107289.06515773266,243171.53973740202,1112454.4887780529,6677177.462370479,30380.925635352207,11352.398577029922,14675.559160727367
CA-BC,Wholesale trade commissions,22874.63985944193,4711.138437929639,9440.12062565565,8099.890999742686,45520.40921197147,33844.21354304196,10606.492061871259,39866.13333891429,183845.66655652612,3017977.6979918806,20630.952629699175,18117.083770919853,30087.88973210264
CA-BC,Retail margins - motor vehicles and parts,1538.8376475739367,489.1240003502915,5194.974830943133,2280.321735000041,24843.800502009144,52959.962483843,15049.397426290609,19506.24045212434,122895.97584777573,1129552.741379351,3594.054090186776,2870.2277985738338,3156.538183926804
CA-BC,Retail margins - furniture and home furnishings,434.6534711924417,62.27379489991274,386.9897002771622,420.2235161249805,2116.9033961125083,10520.051518238033,1964.058607915642,3735.3613365706274,14969.971980950237,6870738.932994275,290.05835209544637,248.11638593722154,306.4292988414914
CA-BC,Retail margins - electronics and appliances,741.0804280067205,163.8698018405648,804.5559170059878,856.3875133994715,7990.893767811718,14643.00327612964,2779.8001950469784,4611.894092761819,21538.143100151636,1238753.0362592514,644.0991241781361,469.3759593793949,1272.2830349319977
CA-BC,"Retail margins - building materials, garden equipment and supplies",3279.7421437581597,876.5582250020815,16100.883146038139,5778.161473924994,65215.49137899315,144492.4518824227,44240.51439725251,34238.65436302264,296181.04140677006,30779090.358453464,10120.935002161925,4399.668506720403,5485.281002211677
CA-BC,Retail margins - food and beverages,1129.0083118008822,277.84992496870893,1676.2717510800092,1323.2200987664949,11291.769701821724,32209.88926233905,4975.088362687688,6776.269611287125,68870.03866202325,394173.60332895967,1287.1794898657847,806.4386325494127,1255.3312800062147
CA-BC,Retail margins - health and personal care products,550.8493514293908,108.83809572219303,710.4030558352941,661.1796315113208,6093.612665877393,9184.313857933279,2530.544668017567,4060.7938493196834,26235.619722750125,1014157.4086157533,735.3473409048503,483.23842658040275,1254.485389989217
CA-BC,Retail margins - automotive fuels,2349.376063054133,519.2860592042214,3939.0320420172457,2600.1031677611536,29082.738808832706,54412.62396165568,13774.202462556792,19781.574204563225,150969.8622365844,1966516.1656590975,3942.4538303402182,3579.3178947515776,4938.548432112774
CA-BC,Retail margins - clothing and clothing accessories,866.0634472763276,72.30075476333997,296.382592021281,253.59542009854817,13845.946377924201,13969.548798064172,2534.573398160789,4771.649500687919,25315.09856343574,562356.9613099708,1314.938542136445,293.4270988677793,390.28952509602635
CA-BC,Retail margins - sporting and leisure products,308.8529185435856,66.99391575737427,448.4311940861978,369.1818013823107,3711.2971077041566,7597.550225450398,1508.673573180859,2357.1272336982483,13801.361808492135,341868.75419498945,397.12105236078366,296.3595558148732,557.6282783302676
CA-BC,Retail margins - miscellaneous products (except cannabis),1486.3581014787287,417.12005341384224,3043.2990763635444,2021.7475131322396,19514.820789789956,32498.617206410057,8065.931730542601,13887.661183061717,71101.99659654783,3803131.209820995,3495.35606963057,2073.0650020050366,3066.167117912913
CA-BC,Retail margins - cannabis products (licensed),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-BC,Retail margins - cannabis products (unlicensed),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-BC,Retail margins - household fuels,258.98455473683265,32.82909797864657,273.7845168322847,248.94867928289972,2103.4499631023364,4023.3875559507746,1205.634012424086,1372.86134808057,14573.894245356483,207182.32376855775,259.58712442075336,215.02670573610206,312.2313185938991
CA-BC,Used motor vehicles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-BC,Other used consumer goods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
