,,"('CA-NL', 'kg CO2 eq (short)')","('CA-PE', 'kg CO2 eq (short)')","('CA-NS', 'kg CO2 eq (short)')","('CA-NB', 'kg CO2 eq (short)')","('CA-QC', 'kg CO2 eq (short)')","('CA-ON', 'kg CO2 eq (short)')","('CA-MB', 'kg CO2 eq (short)')","('CA-SK', 'kg CO2 eq (short)')","('CA-AB', 'kg CO2 eq (short)')","('CA-BC', 'kg CO2 eq (short)')","('CA-YT', 'kg CO2 eq (short)')","('CA-NT', 'kg CO2 eq (short)')","('CA-NU', 'kg CO2 eq (short)')"
CA-SK,Retail margins - furniture and home furnishings,13.906851322410056,8.359191494171233,58.11325828337392,41.18642652648471,434.096420255205,2208.3256789191237,1082.1953460793127,1844439.1070149725,4637.088835865444,1986.2232167191455,8.69287544075097,4.4995956561071795,1.1116533678141043
CA-SK,Retail margins - electronics and appliances,50.21480984961909,36.11449763081701,259.60712069116755,90.45896694318952,1775.4365452461893,9143.362284256544,1792.1416606273415,311306.13044091786,4402.799772517971,3785.2846445072373,28.349028089476892,15.589533140648282,4.102198477497259
CA-SK,"Retail margins - building materials, garden equipment and supplies",184.075060317502,109.21417223494247,744.3140951057568,465.6611361289129,8469.781915801297,23116.957674248464,23232.08028861225,4955257.365445184,61430.940654520535,46969.8857928269,150.01696627336514,385.7188630476782,13.242262016305679
CA-SK,Retail margins - food and beverages,68.43742218483564,63.779084199399016,197.9153351576074,160.318934933658,3206.8125393558544,8461.598837396241,2456.021880047771,47387.38055593977,5231.859325501809,4961.4734273939275,47.50281207822171,21.47521755858506,5.197517402038965
CA-SK,Retail margins - health and personal care products,27.400048286419846,21.312525092948537,112.58534703031559,56.0269764972514,916.8378097310504,3235.945803707776,1739.5002168154497,75818.93968923684,4942.182730761451,3786.379236852294,25.98733639080574,19.97754588994288,3.3896095371733814
CA-SK,Retail margins - automotive fuels,135.1028030489654,151.23017443693467,548.4116801214396,607.332067771739,4143.032838138488,17538.121715373312,11660.652116526262,199502.58168646088,22676.840558637752,25629.86508995698,238.13369970158308,104.37064066569388,19.892240440809683
CA-SK,Retail margins - clothing and clothing accessories,6.605266806022259,7.2134404666010425,15.860315563514371,16.553711784265424,136.92379946411702,608.5342001417906,437.1066847820916,35975.02801666839,876.3791460084395,614.3547391201017,6.980782469519809,3.4695757617522456,0.8937041398174155
CA-SK,Retail margins - sporting and leisure products,8.904531534431294,5.205060637125389,30.906727442723852,15.543197654904906,312.0959498966726,1260.402288139802,801.2321817299872,65272.853143401495,2761.9875763518053,1086.477472196767,8.681104933786834,6.285027781030157,1.1013345874360652
CA-SK,Retail margins - miscellaneous products (except cannabis),83.10787509304353,39.432791550434814,248.9719013961538,136.61927766347006,2407.4461131621274,8724.138519763475,4244.189899326715,518203.7470204675,11065.836248958944,7047.408982760726,79.53832489188694,50.556600362284705,7.552315338135073
CA-SK,Retail margins - cannabis products (licensed),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Retail margins - cannabis products (unlicensed),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Retail margins - household fuels,13.47070391563536,7.244665572483239,48.44294441202511,26.69771072328186,370.3398636111406,3878.043103370013,817.5894444037451,5580.301848145825,1422.177284137483,1651.35396218325,6.857051411945495,4.438020448703171,1.5618270640200878
CA-SK,Used motor vehicles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Other used consumer goods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Retail trade commissions,65.07910183745784,27.81069060166638,228.58581073897918,80.01156802938647,1411.586065283213,5567.300014339352,6008.42829706514,52469.44515883697,5368.3824655566605,4454.154128485005,25.003554071735437,11.389128363992567,4.576818536883286
CA-SK,Air passenger transportation services,4651.710847556143,2034.3005415820971,13927.439738170255,4833.8665839517735,116956.34743672461,768243.4709359012,152756.90663300882,3571830.397313401,262717.04477375845,200324.8847125488,2062.477887571393,957.7004096230906,326.910427143438
CA-SK,Air freight transportation services,688.0264130077607,336.92759679733865,2184.2728537976614,1089.1973616020746,12409.525774578038,54848.94928573682,13618.429069720887,246185.00635084743,36614.05964658355,29157.67493580936,128.83435630183013,73.46487324912074,31.742964285204543
CA-SK,Air specialty services,82.14001321320835,35.72457114434415,516.8373343636287,215.34517706722056,3534.7641085709506,9209.15579942439,2387.8909274615453,2470.4344436108613,4618.040864427631,3805.9559870942935,23.922087480521316,24.020312204477168,2.456388635110099
CA-SK,Rail passenger transportation services,18.93938472643394,12.549081032462938,80.16234451976847,62.52103149049244,404.7361707718924,4957.180798984783,2030.6346551443266,7715.167155244269,1205.480731857417,2303.1152700068988,13.258486258518802,5.620462401873185,1.9645622949484285
CA-SK,Rail freight transportation services,23108.61926288854,35606.22414211643,284493.6899258738,206007.90547516636,1269650.0217579508,6712678.897475755,916801.5373472349,6488780.10801145,1799011.3973383894,1477940.9835896157,6220.707266810731,5144.697394426702,1234.4013066717725
CA-SK,Water passenger transportation services,0.05908911313696912,0.029762485106459676,0.18555161921538374,0.08763423602627979,1.6436402546592785,9.66202195905657,3.1676398960241365,198.8704119170681,9.494420787019932,7.074256279822101,0.11148248719077421,0.019973002045005638,0.010624804911517493
CA-SK,Water freight transportation services,14.974224012555117,14.977260769285985,105.6458456397465,37.96455926865151,554.6977844914554,2396.4853034073963,1217.7744527629184,9712.840966172205,3450.97900891621,2665.1618913336397,12.154764600122274,6.269455817982323,2.467508753204299
CA-SK,Moving services,14.95754155468423,7.294195387996519,47.06355354074287,24.951620235200597,384.8904216459146,1784.2182421114162,2661.4851248610335,21857.801377762375,2924.4010191189386,3228.1812814038567,17.992536205001453,4.85593037365604,5.955252528613992
CA-SK,Road transportation services for general freight,1075.0663101829678,669.5471431422388,5705.928773004074,2157.8632947726087,42220.25184978767,165434.51146554432,100389.495673492,3955680.9130309913,254278.93361908486,195967.82791731638,856.8582694797469,644.4592627365635,101.9063087762497
CA-SK,Road transportation services for specialized freight,13105.338095762922,7276.013398474621,67346.1556425687,25615.589193465497,969492.5870274748,2554620.43386107,766631.1436771784,17068247.46746882,2491111.5288824863,2376799.343856752,9600.762339205274,8098.641508736601,1176.973412222651
CA-SK,Urban transit services,0.0071482382108854735,0.0039027628688285587,0.02455074051192605,0.012387709158630652,0.21698281319220095,0.9222481011531175,0.41742701175686525,15.532503718233109,0.835957753351031,0.7398746869522794,0.005717009076832347,0.0022591343561170598,0.0008906346035136023
CA-SK,Interurban and rural bus passenger transportation services,5.432211475748899,10.71658894225418,14.706508293847648,54.39533267405413,73.2845086368383,1160.3828085213079,507.5529791083634,4069.0513343495645,338.34433186079235,273.0792582634402,2.9799518785707386,0.8414368084556246,0.420935944814516
CA-SK,School bus services,1.4117189539738622,0.8924819299340345,2.3325765140065777,2.1369275055048784,17.918020854882126,97.0925648311842,228.76277970693658,1502.4119363863078,152.390539218597,105.37467116314184,2.735752918451985,0.28652143616234366,0.46817837465684475
CA-SK,Other transit and passenger transportation services by road,0.950551554809969,0.4201498159203026,2.576800787675599,1.4458617415279988,31.73653018409509,120.52811327995025,41.712661644549506,2403.626834608531,325.44765087323384,100.49688792328297,1.553451880053341,0.3608585991780595,0.1511971047367148
CA-SK,Scenic and sightseeing tour services,0.00010759698365056849,6.362812824671782e-05,0.00037681437135802593,0.00018904978193757992,0.003266381230701173,0.01407575241561731,0.010137171279409874,0.24869878231691708,0.019449274043146093,0.013413534213451341,0.00010264914289758878,4.269609275865215e-05,1.8019118726337177e-05
CA-SK,Taxi and limousine services,150.93394413123877,169.8729307443776,359.5565374608498,207.3327882699853,3499.9357052975115,29903.9800988944,21867.11652143136,106548.83971157784,27312.181165263726,27317.939873503976,157.32087751535795,42.010759597306844,15.241555495234499
CA-SK,Transportation of natural gas by pipeline,11853.047033262343,6061.841990229176,37415.74989906166,18769.777009159552,484041.1316817524,3936099.846961408,108929.30405080663,522381.5994168209,236226.25561108298,316751.04123198765,1901.053925566674,1272.2157707779163,700.8854614821526
CA-SK,Transportation of crude oil and other commodities by pipeline,69076.67423124392,30516.118361120567,182692.97474671964,61057.45638930716,2030001.5883586747,16133978.991492862,831583.4413074919,1991939.6613851902,1276205.3726638958,1962530.629017627,13034.033548509418,8790.606115441144,3067.061197066676
CA-SK,Air transportation support services,477.76565857344764,158.11953415906535,1236.5247474765042,482.67002645069147,11210.439798441015,50734.29576937509,11821.252017941213,122556.87715299733,19773.572297326813,42098.655073464375,346.719230843967,75.1765776769375,21.361219488418698
CA-SK,Aircraft maintenance and repair services,2.9100559679833222,1.300856124653882,13.219532446254156,3.922045072482949,73.76424259140427,597.0938522739417,512.7838466482714,3077.5108636669747,357.7176113926997,475.38798886683617,2.1528250001388027,1.147847683338186,0.202870361347461
CA-SK,"Rail transportation support, maintenance and repair services",876.5126465355116,1072.2335719715904,7795.028491777438,4511.400458764248,50410.745162010775,198565.8490468833,16165.857002099612,44465.90216755712,42651.80610504937,128448.71225469184,990.5932159388917,386.7928009776524,257.2247672110681
CA-SK,"Water transportation support, maintenance and repair services",18.568389479789566,18.379656890967272,148.3256714178212,48.7376395121389,698.7037618999199,3557.3620930248317,3494.7706195942665,22895.811877579312,5385.985213567841,5937.535010504327,21.246518851019093,11.078952242782453,3.186574133639636
CA-SK,Road transportation support services,215.686262121631,67.59262862812628,587.909482199749,228.34437792371014,4899.618423367189,16891.761667309947,41632.620258968986,118676.44682190848,16350.766126085377,16719.281668179643,82.1064646625963,62.94512850636202,15.602579843531231
CA-SK,Freight transportation arrangement and customs brokering services,345.43720498069223,222.37869171943157,1778.275672448679,827.7829149237524,14211.203043184958,51685.94581164271,38999.303992734785,419884.2998253812,78854.77876616917,68253.77438558414,471.8811379248192,305.01246445032314,56.21597714165994
CA-SK,Other transportation support services,6.170930756801241,4.919543213902411,36.48177449517623,14.077168667375057,292.58745813349555,995.8653138584829,517.2983337592906,17792.79572320168,1281.8959168916288,1152.9185275091963,4.830714232017905,3.441424384726843,0.6333505055524266
CA-SK,Postal services,326.74174031915146,176.19468283157943,1349.811939934861,629.5872370765316,17427.256447372325,51626.65435660765,40846.79482461203,610078.662219235,69429.2920829617,32907.1359189388,216.39528085472173,104.27526489901273,44.66146907428111
CA-SK,"Courier, parcel, and local messenger and delivery services",8397.925789890804,1881.9102504822156,6115.559956770045,4434.369160645819,42481.390967613785,153404.6524469516,60382.38438951572,2089863.2673493698,308019.55890856637,146813.89517536736,715.3603228104882,482.97840975630567,151.02418695089204
CA-SK,Grain storage,76.8501670134776,54.62753157050794,464.4344305900507,294.56503536248425,3347.2454691277603,8721.359872553503,1078.7503364635188,7415.059496693171,3972.470406202274,6288.356290192239,23.385190663581188,13.08921289004313,4.066754885464272
CA-SK,Warehousing and storage services (except grain storage),3650.938884816308,1941.7479966061826,16401.6872263193,6974.400307525226,220274.72169751974,372653.83781194134,75205.96220454284,256069.08849632414,186300.23512375425,150291.7487086584,971.4420204212963,687.6021932768068,247.84336404794428
CA-SK,Newspapers,7.492809386245901,2.3754688411196305,13.880608429765605,9.370363558834923,106.80863648695652,503.0722404728691,646.7066152426506,6640.148362906503,2782.922408020537,488.8217734535612,6.836991115876922,1.5945686059617195,0.7032473285432383
CA-SK,Advertising space in printed newspapers,116.89449610780014,71.323483646341,2008.5560868605528,238.70881801313215,2816.4909882032894,20853.025137686713,52933.872606175995,152837.75160607242,15166.408746790192,32051.73983273458,73.84929394392407,34.14848193510026,20.78669432398208
CA-SK,Periodicals,48.8760544949884,5.622845757078236,13.697745884737886,21.225301619140424,48.87834933033645,422.957519070025,68.34052236465253,3997.919189451639,180.38316186052364,178.3454088188642,12.298157765068716,0.42932670870866274,0.27632927006627717
CA-SK,Books,4.397651747992847,2.3418555691673406,15.245640072669145,7.587028814022564,133.50758494296954,720.8296728447563,505.0312720465531,14018.783130598891,970.4423978571509,724.0903102197603,5.85568803821499,4.655812276169154,0.6755537359094048
CA-SK,Other published products,84.39724132976852,33.88940521558931,223.36051616666705,127.23215909725388,6535.583685662916,18646.799593170344,1829.317351587482,55140.6660949963,5942.688724301245,5154.367463051053,27.307266932351602,21.48623988639407,5.208906509512777
CA-SK,Advertising space in printed periodicals and in other printed publications,58.69845500426153,25.961300115301047,273.59937486396444,87.92288629403996,1121.569649066438,15279.064787038153,15275.486224735836,44999.32612926841,4261.336093527183,3265.0736691997363,20.776115459597964,11.648039011354038,7.047551482204802
CA-SK,Licensing of rights for commercial use of literary works (except software) and artistic works,2.7461397213998695,1.149693217567347,8.306307429546706,3.6835724688573372,103.49186463760431,457.7229755343611,166.80481938513907,1573.998812700374,135.8129833808654,122.33694621998293,0.7978885821445221,0.41314077971657054,0.16392164377884566
CA-SK,General purpose software,141.6242914479211,65.06477708485335,438.83862582144286,232.73591112838977,3119.8029692350683,19545.415848560082,2868.1185152359976,10918.93285000932,5801.137663847989,6912.826281019585,38.71353771453607,23.932695699256186,6.122074441300798
CA-SK,"Recorded movies, television programs and videos",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,"Movie, television program and video production, post-production and editing services",31.345912038126528,15.897276595843005,119.55941678484989,46.600869258428396,1480.4808039518473,3628.817539853918,478.07537159034734,14799.893756477955,2785.424501415315,2447.9363661062866,12.005838098896735,4.537379679742361,2.3585651837327513
CA-SK,"Licensing of rights for commercial use of dramatic works, and other copyrighted property n.e.c.",3.192266981282271,1.6332662232707789,13.365789696782675,4.357579504543953,153.6850027563445,393.0615567465363,24.86280358003034,463.18118242137587,110.09670598303836,154.26479519172966,0.5109443936715204,0.2650992190518187,0.1177470533037477
CA-SK,Admissions to motion picture film exhibitions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Recorded music and other sound recordings,0.11859619030423725,0.06346653346177718,0.507576658780898,0.17328967428193637,4.369696133567274,22.614732065791042,3.0869009286674824,572.5171523774428,19.40825479755639,27.41114088502366,0.07272511686773299,0.027753710308539972,0.012625115923799843
CA-SK,Audio recording services and copyright administration,5.2230862458143905,2.708048411700787,32.6743382268149,7.298541758175147,223.67418590896227,681.3020595683074,64.11843661624795,917.4719811771319,270.7557128403246,451.7485958875558,1.0653709918200602,0.5293665260316949,0.21617022351247453
CA-SK,Licensing of rights for commercial use of musical works and sound recordings,0.5023140528533553,0.2413130744368937,2.0907059390290694,0.6632039496778052,24.238495348167053,62.935008001717165,4.40568947158493,55.40263718073219,16.1885329879595,23.29956065426902,0.06557040419682615,0.03863002615832366,0.022765651730274644
CA-SK,Advertising air time on radio,170.58207271376799,72.99543087312384,804.8873084243307,165.92965191162074,7948.637103889973,21011.860292332185,781.2467037913955,8301.728061162017,3224.011781768862,6602.960284424406,16.694750741257586,10.204065689918854,5.098792383432822
CA-SK,Advertising air time on television,65.24803888601512,40.32626186369445,117.06053729347352,157.54172085647326,3865.3151695591155,8882.505525964814,650.2975669059496,11307.359303454783,2545.7920363546623,4167.520317829911,10.620305066564942,5.799614487274853,2.7641437631321777
CA-SK,Fees for the distribution of television and radio program channels (affiliation payments),10.016741912837945,9.581162721127583,70.19495539354253,19.38191511889324,408.41749270349186,1198.7093556445056,128.16068325774228,4614.626835881057,568.2948408493767,562.4785140495935,3.937481949155655,1.4300259393035515,0.5147175104466843
CA-SK,Fixed telecommunications services (except Internet access),930.157225817565,1090.0581831519455,10923.553721389892,2527.0665193438313,52368.513993744404,188402.56117284403,16145.242626620451,453644.7594173973,49411.69032224945,89045.56035233107,735.2151144389804,236.35701795410938,65.80702752216416
CA-SK,Mobile telecommunications services,2535.6305698626547,2391.8738224611984,14094.840931065903,4343.727392747386,93413.07133958382,236597.61559939367,24119.722631438366,1003422.952617736,138400.20378736834,106095.86266492603,588.6872904455594,247.29857541861927,101.13006598720175
CA-SK,Broadcasting and online games distribution services,15.64432335067916,8.818985056929769,52.22689143267174,24.3973686560977,504.0923163399023,2058.262910765282,521.5750785923972,25879.04414969099,1318.5875573188325,1078.0250168442699,10.908230543738174,3.0730750819693187,1.47752448430248
CA-SK,Fixed Internet access services,97.67798024180675,64.90539836314706,477.2416560715491,180.32393870584627,4646.809087303174,12391.720040866388,2838.1523398354016,106901.71172431076,8273.284090084653,7666.951156642608,65.9757450762139,23.307915136894223,8.976490331591695
CA-SK,"Data processing, hosting, and related services (except software as a service, on cloud)",816.2419484743041,257.50470125853616,8358.00508042718,1766.1581217880566,31401.229509794535,90721.20581335056,11943.293915553504,165308.03819659748,27286.65233440011,37411.19963213737,413.46226639710477,93.29332636278849,69.19994648268542
CA-SK,Subscriptions for online content,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Internet advertising,56.22147300892845,31.210072996875763,193.7932864921506,92.07868698990275,1672.3978917282839,7299.121697404404,2295.3446213635934,147339.0947091099,6895.064429228347,4369.145581647755,33.50785686978675,16.72617266214124,6.218917314412736
CA-SK,Other information services,0.1098529260291179,0.07161229723521077,0.4996784045534103,0.16060589934361386,4.749213847785109,12.927942881549372,1.4310981684787754,30.753367997349322,10.247597733644168,6.639261123664876,0.03666116836578067,0.016312139774707152,0.005639370848629199
CA-SK,Central banking services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Local credit union services - explicit charges (fees),1.645506573463885,0.9988760546898895,7.375591352360268,2.957785780154491,56.36901337587208,396.5845555065358,105.60563645016035,193200.30859948992,273.48259091968083,226.79352735805833,1.1396890035686467,0.5699009647205711,0.20446652687294606
CA-SK,Banking and other depository credit intermediation services - explicit charges,21.66570261546698,11.50209129450427,83.87658497582014,38.69511324593073,699.2082112959866,3425.2307138223337,1414.4142908818678,256789.50469472463,2989.9671188869115,2523.5934489008146,15.039286966179503,11.10520583996635,3.553784536091731
CA-SK,Non-depository credit intermediation services - explicit charges (fees),35.71000396376477,19.636364049657125,135.44781011039524,61.94853839723708,2936.8317129382976,7958.86170530531,2418.131351553407,102466.06290726399,15120.80194738575,8828.232086086493,136.1024545538856,38.44124023410597,15.765626062750247
CA-SK,Other services related to credit intermediation,12.492988449336684,4.94894095738583,39.09169196905469,19.63611015207268,750.2075631673395,1197.327024912097,680.8362245967716,9641.909398151354,1628.823287432943,997.254944246729,9.279902366947923,9.8569508600684,1.9374520374664175
CA-SK,Investment banking services,0.06400299698386983,0.05577673869118357,0.3033395159924539,0.3595527316042958,1.9671796369594243,5.831435512173388,1.1592019079374505,9.50501234881239,3.0492243847071374,2.9820000701770755,0.017643353157417524,0.010243104945312696,0.0035959004943615916
CA-SK,Security brokerage and securities dealing services,15.783870569507453,8.152241996929376,61.648676248068185,28.32994072770077,534.0042937946525,2148.0138593496395,1398.1502047385623,9727.473228383009,3601.611594777192,3669.8506380608824,48.94537756400311,42.28543933786902,19.04877354788499
CA-SK,Portfolio management services,78.78945816904421,29.086860119848357,333.4204557378913,145.68343088942194,4690.634065959972,13556.64279926543,6807.639980729585,55637.93619166998,9366.589483455027,12976.95409962861,153.08927667213436,19.97482124009708,6.652810759927826
CA-SK,Investment counselling services,10.474605886550938,4.431260140958324,39.31116905838536,18.22298483010662,509.75430942570637,1446.1707673628646,691.9645207251568,11618.362684178619,1810.0454105499527,2530.1215350827697,19.806076762601247,4.784865147687476,1.6853738098680564
CA-SK,Holding company services and other financial investment and related activities,1976.8706369520298,1112.123583284624,8399.74004452127,3908.1516656851395,103102.1021201647,317063.4896554253,173516.1690449206,2913828.5812947936,735878.0470857635,1157039.1730554358,3559.4093835314156,1185.526627138016,328.1889388058118
CA-SK,Life insurance services,2.7246676877598914,1.4680996505510873,10.220017428635442,3.872959835454402,212.54184145246037,2652.7858691461997,221.68951099587906,21372.477383399975,847.7805396869679,574.4314249290964,1.8726292917280414,1.147716548735434,0.29035168456711336
CA-SK,Health and accident insurance services,2.0476244714208374,1.112439320804109,9.040892804050559,4.00257749664995,313.98440969962934,350.43017601878887,196.47466874763194,1886.1945250182403,323.7474722829317,432.24375914414355,1.6155571269534061,0.9633878826396346,0.22575360823624632
CA-SK,Vehicle insurance services,24.97361265664378,12.604404704602365,91.13507873310338,45.503271843780105,2128.6101452282996,4611.7106209272315,1250.623353721748,33516.36015100655,3790.346244182318,4987.773283141203,16.488514341204844,10.169536058608777,2.5469584319804657
CA-SK,Property insurance services,4.735267007224169,2.733930724867077,18.599840892151104,10.394259372373652,364.56236005135145,673.8249662558142,237.40284310991902,4545.304210070033,612.5563179656948,677.2314184733659,2.6917982746908797,1.6413484954211286,0.468345547973375
CA-SK,Liability and other property and casualty insurance services,23.831855066138445,14.198704232505806,103.13416417141987,45.01221009493267,1364.463966206444,3889.467586769482,1709.2052005942062,24672.664632665914,3627.4586344022123,3941.520313399879,15.420787540130801,8.981650588123006,3.439655751695251
CA-SK,Insurance brokerage and other services related to insurance,285.0628457977623,104.8424171237856,700.1994211238165,284.0767440520209,6748.068633652163,34970.72461930558,2849.110394294328,40892.67609266052,8063.433324889422,10732.124953694216,58.354484528216844,36.164373272155274,9.051981062995646
CA-SK,Trusteed pension fund services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Mutual funds (cost of service) and other similar services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Deposit intermediation services indirectly measured (FISIM),210.74845898817503,79.88444577425543,618.0823609583422,315.67589688418826,7448.805392055781,11415.133556105375,4082.8103398055814,78660.82578527811,11239.42804478352,9437.608409697521,53.35982722023255,40.36746495340728,12.413453709460505
CA-SK,Residential mortgage intermediation services indirectly measured (FISIM),8.630326421256497,5.785755397544526,31.74931242796201,17.19433119597055,306.72829116608955,1634.8515823493647,272.4315557322646,8178.925738064053,494.54456896311933,621.96599336062,2.974251165945007,1.6942675182718494,0.9913225562607838
CA-SK,Other loan intermediation services indirectly measured (FISIM),67.07450074975823,25.484835282964593,175.87877545462604,99.98182906260364,1764.1935574258307,3440.995968347005,1820.2496385087204,39786.922467279066,5524.0807605641985,2679.280607282036,22.571101738101735,14.425723457691959,4.5111835481143565
CA-SK,Rental of residential real estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Rental of non-residential real estate,4034.4592766080727,2292.4327105665484,14830.14714804156,7231.10361119176,124046.12987710757,549448.020862723,421674.98580986256,10462434.36630777,635034.8525333727,493511.90048864746,3875.6637742313046,1596.4500195668916,713.791530304109
CA-SK,Imputed rental of owner-occupied dwellings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Real estate brokerage and other services related to real estate,55.86392893390142,30.41686530053432,224.86975141243883,70.21207534998413,1050.8436515258156,475863.22078079847,43215.19638932126,21182439.883556154,94905.43137872942,197612.48677697865,43.90451409933585,17.38577380618343,9.344935905233566
CA-SK,Rental and operating leasing services of motor vehicles,257.26047195434734,112.5576416569635,793.4287526866395,417.36641248482147,8756.285187974292,38902.838136447666,12720.152374808647,215370.93266398087,42773.22698060763,23253.665202805747,205.87932796879957,128.01514319534,30.0924292564103
CA-SK,Computer equipment rental and leasing services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Office machinery and equipment (except computer equipment) rental and leasing services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Rental and operating leasing services of commercial and industrial machinery and equipment,12084.64764793764,1426.4904695563148,21959.536661669343,11330.623369618308,155479.18226803714,390883.512024143,122175.87368883047,343065.14922279806,389528.0869681248,221454.27130222262,994.9019665030651,752.0758655557894,196.13363405887748
CA-SK,Rental and operating leasing services of other goods,6.099381921640545,3.068287122879794,24.052040341171608,16.568658796296788,120.04675085739187,1019.3354993176833,107.5856718289122,136.06033834857521,244.2690651212423,254.4320086029651,0.9672500059520316,0.6648973698777163,0.2556290377354747
CA-SK,Licensing of rights for commercial use of non-financial intangible assets (except software and other copyright licensing),31.50500755357325,19.301173741200344,132.36194618956648,58.03246367356546,1043.4187653957363,5885.617310810229,2688.9178050348164,93533.66039991357,5898.333745095836,6341.205123083143,59.20296452251957,12.047867053356612,4.890752090252917
CA-SK,Legal services,114.8523554845323,64.55445790265784,446.932538736263,225.30868591272514,3416.7866850260607,19397.874536223986,27026.83378895766,1295498.225168183,122851.97352610655,17096.865201194854,2744.136459146924,47.9000575291399,93.26499973613062
CA-SK,"Accounting, tax preparation, bookkeeping and payroll services",136.44919028378985,67.36343450646358,473.00934019057263,229.51096370761283,3839.0693125202815,18798.61274821145,8958.282242403864,451694.5892043148,34333.13245154463,13981.439757610155,735.2394631823965,53.51175702800224,144.71064601125892
CA-SK,"Architectural, engineering and related services",636.7733990166852,307.021890099139,4086.0255863928405,2747.4439603468386,33448.1976311797,98249.61856981469,296320.1764869491,5235502.285781153,392568.5245602791,372140.57873515825,9828.260904324936,875.4361908043031,2857.672730510788
CA-SK,Specialized design services,2748.0673725055317,36.871835636341736,599.7467470031868,326.43514796180295,1348.6312205287636,6906.265461447919,5883.76255094565,73393.4610695083,24076.406821830224,4302.127938025655,46.06895304121087,21.887814582350693,10.08371695917876
CA-SK,Custom software design and development services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Own-account software design and development services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Computer systems design and related services (except software development),258.9040678825826,125.84548583755321,898.667070012527,785.4161291983871,7625.9428891992275,29587.295441417104,15768.133964764025,101889.1161642909,16842.10242914032,28823.328698445446,228.92409168760906,81.08214374976248,25.374861974092585
CA-SK,"Management, scientific and technical consulting services",15042.609405061543,22984.71453904529,19665.341776591453,7842.337187976145,119851.20163174992,567992.1331003166,165824.24489052148,8605127.275402224,557152.2119757842,386187.7290626713,3058.1047260105047,1184.832203291775,542.1508774429149
CA-SK,Research and development services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,Own-account research and development (except software development),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-SK,"Advertising, public relations, and related services",66.16245334165957,32.934401352766756,222.8736398259634,112.3517113044812,1949.8797205484655,6868.273349417802,2291.5360715679894,119694.1865572266,30117.86629751364,5468.850527931647,46.38383792656565,28.813095936140847,7.590723326131
CA-SK,Photographic services,8.58351869635658,5.6353671947100255,24.08234688968818,16.780530466663475,260.7233545194428,896.9797246561317,5606.468405632946,7755.433180771317,1430.2544569668198,944.9364575119401,15.427638369633927,2.549229610240359,2.0003523462401156
CA-SK,Veterinary services,7.021894933387592,4.8901573909697,24.135140595223397,17.01337928918177,248.1948654971846,800.8575337910829,92.80122066463763,168.53927648163966,324.1901345961102,339.476259538891,1.8543310199558911,1.3872553362769977,0.2703107458932062
CA-SK,"Other professional, scientific and technical services",122.90377777677259,114.17636839607239,337.1898715924015,142.90464357917546,2341.65329100708,11551.85047984079,4405.87772917711,100095.93515170742,16601.978660434146,8319.17676163595,93.33376636879292,31.795435393261318,15.482552355098386
CA-SK,Holding company services (imputed),421.18041637265134,239.28721796948034,1623.1392977389476,722.3384338002901,13502.65481709558,71393.08843677788,20513.204754383067,381827.75206557976,60900.66695238007,64247.130636340415,460.5163535797472,186.77536912559987,50.48648431883549
